customer_id,age,gender,region,education_level,employment_type,annual_income,loan_amount,loan_purpose,credit_score,repayment_history,transaction_count,spending_ratio,join_date,default_flag,customer_category,customer_code,join_year,join_month,join_day,join_weekday,edu_sklearn,gender_enc,income_bin,age_binned_sk,credit_score_q,annual_income_log,annual_income_sqrt,annual_income_reciprocal,loan_amount_power,debt_income_ratio,avg_monthly_transactions,spending_to_income_ratio
C14,52.0,Male,East,Secondary,Business,404239.3,673886.0,Education,728.9,8,93,19.55,2018-01-05,1,C,14,2018,1,5,Friday,1.0,1,Low Income,2.0,High,12.9097647820989,635.7981597960157,2.47377611781903e-06,0.7996921692152118,1.667,7.75,4.836244274121789e-05
C15,44.308510638297875,Male,South,Graduate,Business,832212.26,397573.0,Medical,808.2,0,61,50.0,2024-11-28,0,C,15,2024,11,28,Thursday,2.0,1,Low Income,2.0,Excellent,13.631844009073829,912.2566853687617,1.2016150764048147e-06,0.26719237915420635,0.478,5.083,6.008082601426708e-05
C16,63.0,Male,North,Primary,Salaried,334785.04,98531.0,Medical,709.7,5,99,77.12,2022-12-07,0,C,16,2022,12,7,Wednesday,0.0,1,Low Income,3.0,High,12.721246920192888,578.6061181840372,2.9869823723832692e-06,-1.3604720409524977,0.294,8.25,0.000230356768629805
C17,44.0,Female,South,Secondary,Self-Employed,813032.05,577186.0,Car,806.3,6,102,37.35,2020-02-08,0,C,17,2020,2,8,Saturday,1.0,0,Low Income,2.0,Excellent,13.6085270396102,901.6828988064485,1.2299622998105673e-06,0.6477099685409333,0.71,8.5,4.593914840134531e-05
C18,19.0,Female,South,Post-Graduate,Business,699783.632,187789.0,Home,825.1,2,98,73.83,2020-12-14,0,C,18,2020,12,14,Monday,3.0,0,Low Income,0.0,Excellent,13.458527898114427,836.5307119287372,1.429011090372159e-06,-0.5657311662063199,0.268,8.167,0.00010550403956861912
C19,24.0,Female,West,Graduate,Business,416469.51,473224.0,Education,850.9,0,79,106.01,2024-02-28,0,C,19,2024,2,28,Wednesday,2.0,0,Low Income,0.0,Excellent,12.939570933760562,645.3444894008161,2.4011303945626307e-06,0.4476342613823845,1.136,6.583,0.00025454444432198653
C20,43.0,Female,East,Secondary,Self-Employed,80143.95,1512209.0,Business,644.7,5,90,32.73,2022-03-24,1,C,20,2022,3,24,Thursday,1.0,0,Low Income,1.0,Low,11.29159214919055,283.0970681586088,1.2477392524419817e-05,1.5381334915201825,18.869,7.5,0.0004083901529685023
C21,46.0,Female,South,Post-Graduate,Self-Employed,677900.78,367560.0,Other,686.5,5,97,72.31,2019-05-12,0,C,21,2019,5,12,Sunday,3.0,0,Low Income,2.0,Medium,13.426757689171621,823.3473021756979,1.4751399531654866e-06,0.184336059983758,0.542,8.083,0.00010666752736292766
C22,62.0,Male,West,Post-Graduate,Self-Employed,106295.47,520134.0,Business,699.7,0,101,17.57,2022-02-12,1,C,22,2022,2,12,Saturday,3.0,1,Low Income,3.0,Medium,11.573987355876481,326.0298605956209,9.407650131749435e-06,0.5435966565288436,4.893,8.417,0.00016529396784265596
C23,57.0,Female,West,Post-Graduate,Salaried,944978.52,102180.0,Car,568.7,2,119,26.73,2016-10-22,0,C,23,2016,10,22,Saturday,3.0,0,Low Income,3.0,Very Low,13.758918534283367,972.1000565785397,1.05822399198662e-06,-1.3135955884438613,0.108,9.917,2.8286357239104228e-05
C24,27.0,Male,West,Secondary,Self-Employed,182190.24,424602.6,Medical,710.7,0,58,19.43,2024-05-25,0,C,24,2024,5,25,Saturday,1.0,1,Low Income,0.0,High,12.112812183618132,426.8374866386503,5.488738097396999e-06,0.3358804475536001,2.331,4.833,0.00010664676658859444
C25,65.0,Female,South,Post-Graduate,Self-Employed,272802.67,1091675.0,Other,776.7,0,4,55.5,2016-11-18,1,C,25,2016,11,18,Friday,3.0,0,Low Income,3.0,Excellent,12.516507657940132,522.3051502713715,3.6656398354171704e-06,1.2511077033799014,4.002,0.333,0.0002034437566171915
C26,45.0,Male,West,Secondary,Salaried,306509.25,50000.0,Education,642.9,0,125,34.7,2016-03-02,0,C,26,2016,3,2,Wednesday,1.0,1,Low Income,2.0,Low,12.63300647588732,553.6327754026129,3.26253363468269e-06,-2.2832441204395906,0.163,10.417,0.00011321028647585677
C27,32.0,Female,North,Primary,Salaried,105917.47,70446.0,Business,651.0200000000001,6,145,17.48,2023-06-02,0,C,27,2023,6,2,Friday,0.0,0,Low Income,1.0,Low,11.570424926202458,325.44964280207773,9.441223990490044e-06,-1.8052122392039767,0.665,12.083,0.00016503415347817504
C28,63.0,Male,North,Secondary,Salaried,736641.57,333599.0,Home,777.5,6,114,14.58,2025-12-29,0,C,28,2025,12,29,Monday,1.0,1,Low Income,3.0,Excellent,13.509858073883589,858.2782590745264,1.3575104680686592e-06,0.08064855010635233,0.453,9.5,1.979252949300703e-05
C29,44.308510638297875,Male,West,Secondary,Unemployed,197400.1,2780021.0,Car,534.1,4,76,82.49,2025-02-09,1,C,29,2025,2,9,Sunday,1.0,1,Low Income,2.0,Very Low,12.192992978407736,444.29731036773114,5.065827900655062e-06,2.0384139974993207,14.083,6.333,0.0004178822604446502
C30,66.0,Female,West,Graduate,Salaried,494245.19,293015.6,Other,734.0,5,55,41.0,2020-05-31,0,C,30,2020,5,31,Sunday,2.0,0,Low Income,3.0,High,13.110789032353683,703.0257392158554,2.0232831739178403e-06,-0.06045380759158688,0.593,4.583,8.295477797163792e-05
C31,44.0,Female,South,Post-Graduate,Unemployed,465091.3,246835.0,Education,610.9,5,140,28.88,2021-11-16,0,C,31,2021,11,16,Tuesday,3.0,0,Low Income,2.0,Very Low,13.049991159495699,681.9760259715879,2.1501108489648183e-06,-0.25126454018013533,0.531,11.667,6.209533482995705e-05
C32,32.0,Male,South,Graduate,Salaried,690506.62,129408.0,Home,677.9,8,80,27.28,2021-10-12,0,C,32,2021,10,12,Tuesday,2.0,1,Low Income,1.0,Medium,13.445182287252129,830.9672797409053,1.4482099415499572e-06,-1.0151969632477207,0.187,6.667,3.9507224420238e-05
C33,63.0,Female,South,Graduate,Salaried,681780.18,268577.0,Business,595.4,3,180,34.42,2023-12-27,0,C,33,2023,12,27,Wednesday,2.0,0,Low Income,3.0,Very Low,13.432464034902202,825.699812280468,1.466746266008692e-06,-0.15673384582232452,0.394,15.0,5.0485480525409226e-05
C34,22.0,Female,North,Secondary,Self-Employed,234477.28,336150.2,Education,740.4,0,149,22.14,2024-08-13,0,C,34,2024,8,13,Tuesday,1.0,0,Low Income,0.0,High,12.365118239977454,484.2285410836499,4.2647873397911315e-06,0.08885113664351767,1.434,12.417,9.442279439611378e-05
C35,54.0,Female,North,Primary,Self-Employed,631982.77,122398.0,Other,577.3,5,122,6.24,2016-08-06,0,C,35,2016,8,6,Saturday,0.0,0,Low Income,2.0,Very Low,13.3566189924195,794.973439807897,1.5823191155684267e-06,-1.0845987475063303,0.194,10.167,9.873686904470512e-06
C36,32.0,Male,South,Post-Graduate,Salaried,909027.0600000002,142425.0,Medical,693.4,2,110,85.07,2021-02-08,0,C,36,2021,2,8,Monday,3.0,1,Low Income,1.0,Medium,13.720131241770085,953.4291059119184,1.1000760526578242e-06,-0.8971011534514719,0.157,9.167,9.358357274864841e-05
C37,52.0,Female,West,Primary,Salaried,578666.51,2065518.0,Education,814.9,3,29,17.78,2024-12-01,1,C,37,2024,12,1,Sunday,0.0,0,Low Income,2.0,Excellent,13.268483342906533,760.7013277233057,1.7281080805798134e-06,1.800007696305891,3.569,2.417,3.072581477023787e-05
C38,29.0,Female,West,Post-Graduate,Salaried,466399.64,144937.0,Business,651.0200000000001,1,55,20.64,2017-08-07,0,C,38,2017,8,7,Monday,3.0,0,Low Income,0.0,Low,13.052800286230172,682.9345795901684,2.1440793906286233e-06,-0.8757404686734268,0.311,4.583,4.425389350643581e-05
C39,50.0,Male,West,Post-Graduate,Salaried,255389.35,672185.0,Medical,505.3,0,83,27.57,2015-04-23,1,C,39,2015,4,23,Thursday,3.0,1,Low Income,2.0,Very Low,12.450548437998306,505.36061381947843,3.915574727079547e-06,0.7972404784783369,2.632,6.917,0.00010795281792290868
C40,44.0,Male,South,Primary,Unemployed,189603.88,285028.0,Education,641.4,4,140,56.34,2016-07-25,1,C,40,2016,7,25,Monday,0.0,1,Low Income,2.0,Low,12.152697606868456,435.4352764763094,5.2741258558324025e-06,-0.09087380010737207,1.503,11.667,0.0002971458179020387
C41,67.0,Male,East,Graduate,Salaried,326920.85,92567.0,Business,585.1,1,78,69.6,2020-03-28,0,C,41,2020,3,28,Saturday,2.0,1,Low Income,3.0,Very Low,12.697476430490845,571.7699275058106,3.058835009039622e-06,-1.4415555655983412,0.283,6.5,0.0002128955678415739
C42,44.308510638297875,Male,West,Post-Graduate,Unemployed,639489.13,224853.0,Other,726.6,3,86,63.36,2023-12-01,0,C,42,2023,12,1,Friday,3.0,1,Low Income,2.0,High,13.36842646594917,799.6806425067447,1.563745792292369e-06,-0.3571074396836327,0.352,7.167,9.907908833415198e-05
C43,23.0,Male,West,Graduate,Unemployed,909532.44,1516899.0,Medical,651.02,0,99,33.55,2024-03-29,1,C,43,2024,3,29,Friday,2.0,1,Low Income,0.0,Low,13.720687043719053,953.6941019006042,1.0994647981277082e-06,1.5407946257881502,1.668,8.25,3.688708453323556e-05
C44,61.0,Male,South,Secondary,Salaried,637768.97,297419.0,Other,616.1,0,104,97.97,2021-06-14,0,C,44,2021,6,14,Monday,1.0,1,Low Income,3.0,Low,13.365732948724315,798.6043889185684,1.567963446130899e-06,-0.04408867499749913,0.466,8.667,0.00015361361967798466
C45,52.0,Male,North,Post-Graduate,Salaried,459308.9,225438.0,Car,674.7,2,85,232.8,2021-06-02,1,C,45,2021,6,2,Wednesday,3.0,1,Low Income,2.0,Medium,13.037480424621105,677.7233211274347,2.1771792857066654e-06,-0.3541389516975685,0.491,7.083,0.0005068484412124389
C46,56.0,Male,South,Secondary,Business,1198493.42,1222897.0,Education,686.2,1,130,57.16,2017-01-08,0,C,46,2017,1,8,Sunday,1.0,1,Low Income,2.0,Medium,13.996576677025963,1094.7572424971665,8.343801884367555e-07,1.352679874231235,1.02,10.833,4.769321136531563e-05
C47,38.0,Other,West,Secondary,Self-Employed,167094.28,520295.0,Car,679.02,8,113,32.14,2016-09-08,1,C,47,2016,9,8,Thursday,1.0,2,Low Income,1.0,Medium,12.026319467625596,408.77167220833684,5.984609499442474e-06,0.5439086547092138,3.114,9.417,0.00019234650043077479
C48,66.0,Male,West,Graduate,Salaried,548215.55,569230.0,Other,555.7,4,108,95.49,2019-12-19,1,C,48,2019,12,19,Thursday,2.0,1,Low Income,3.0,Very Low,13.214425652106906,740.4157953474521,1.8240967004735627e-06,0.633918636600504,1.038,9.0,0.00017418331165542457
C49,22.0,Female,West,Graduate,Unemployed,251162.99,228250.0,Education,647.1,0,77,122.43,2024-02-26,1,C,49,2024,2,26,Monday,2.0,0,Low Income,0.0,Low,12.433861351389485,501.16164059113703,3.981462469998188e-06,-0.3399924289985646,0.909,6.417,0.00048745239097527866
C50,20.0,Female,East,Secondary,Unemployed,452707.89,970152.0,Other,515.3,5,101,61.4,2019-10-04,1,C,50,2019,10,4,Friday,1.0,0,Low Income,0.0,Very Low,13.023004570960413,672.8357080298281,2.2089250334801243e-06,1.143660885463501,2.143,8.417,0.00013562829664841934
C51,44.308510638297875,Female,North,Primary,Business,334278.76,168529.0,Car,658.6,4,169,24.49,2020-08-15,0,C,51,2020,8,15,Saturday,0.0,0,Low Income,2.0,Low,12.719733526154124,578.1684529615915,2.991506276060507e-06,-0.6937870409109345,0.504,14.083,7.326220786507643e-05
C52,25.0,Female,North,Secondary,Salaried,199345.76,110892.0,Medical,651.0200000000001,0,102,49.11,2019-12-20,0,C,52,2019,12,20,Friday,1.0,0,Low Income,0.0,Low,12.202801099855753,446.48153377267465,5.01638451510323e-06,-1.2090498103003546,0.556,8.5,0.000246355879352538
C53,20.0,Female,East,Post-Graduate,Salaried,157239.66,527143.0,Business,709.4,3,119,56.98,2022-04-17,1,C,53,2022,4,17,Sunday,3.0,0,Low Income,0.0,High,11.965532776932228,396.5345634367829,6.359678215545521e-06,0.5570774519433753,3.352,9.917,0.00036237676932142945
C54,56.0,Female,East,Post-Graduate,Unemployed,2001423.27,463198.0,Education,705.7,1,127,35.78,2024-07-28,0,C,54,2024,7,28,Sunday,3.0,0,Low Income,2.0,High,14.50936962007641,1414.7166748151376,4.996441858876828e-07,0.425703777468506,0.231,10.583,1.787727790333926e-05
C55,60.0,Male,East,Secondary,Unemployed,2851813.58,406787.0,Car,733.8,4,90,48.18,2026-05-19,0,C,55,2026,5,19,Tuesday,1.0,1,Low Income,3.0,High,14.863466044377574,1688.7313522286486,3.506539334685637e-07,0.2911948182205484,0.143,7.5,1.689451243864264e-05
C56,27.0,Female,West,Secondary,Salaried,314513.54,192863.0,Home,519.0,3,34,64.26,2020-12-30,0,C,56,2020,12,30,Wednesday,1.0,0,Low Income,0.0,Very Low,12.658785586168428,560.815067557925,3.1795032433158736e-06,-0.5344972689721142,0.613,2.833,0.0002043155280373621
C57,29.0,Male,East,Graduate,Business,626227.0020000001,370888.0,Home,698.1,6,46,86.29,2016-11-26,0,C,57,2016,11,26,Saturday,2.0,1,Low Income,0.0,Medium,13.347469804217354,791.3450587449195,1.5968624794903373e-06,0.1939002439166962,0.592,3.833,0.00013779348339246474
C58,27.0,Male,North,Primary,Business,436619.1,253376.0,Home,773.2,6,128,50.67,2021-12-01,0,C,58,2021,12,1,Wednesday,0.0,1,Low Income,0.0,Excellent,12.98681875960127,660.7715944257894,2.290320578461688e-06,-0.2218492534012763,0.58,10.667,0.00011605080950421088
C59,32.0,Male,North,Primary,Self-Employed,621475.142,1710518.0,Education,679.1,1,76,49.51,2024-05-14,1,C,59,2024,5,14,Tuesday,0.0,1,Low Income,1.0,Medium,13.339852801424552,788.3369469966507,1.609072227265001e-06,1.64308425979143,2.752,6.333,7.96652941591025e-05
C60,25.0,Male,North,Graduate,Self-Employed,1476650.82,605882.0,Home,589.7,0,110,29.96,2018-10-09,0,C,60,2018,10,9,Tuesday,2.0,1,Low Income,0.0,Very Low,14.205287799126593,1215.1752219330347,6.772077117001082e-07,0.695696596490154,0.41,9.167,2.0289156782508676e-05
C61,50.0,Female,North,Secondary,Business,631947.24,190168.0,Other,681.8,1,59,47.98,2022-04-01,0,C,61,2022,4,1,Friday,1.0,0,Low Income,2.0,Medium,13.356562771040933,794.9510928352762,1.5824080782312173e-06,-0.550967570710785,0.301,4.917,7.592405973637925e-05
C62,38.0,Male,West,Primary,Unemployed,446233.64,74653.0,Business,679.02,8,116,121.16,2026-05-16,1,C,62,2026,5,16,Saturday,0.0,1,Low Income,1.0,Medium,13.008600191315532,668.0072155298923,2.2409734932276885e-06,-1.726724977246946,0.167,9.667,0.0002715169569017701
C63,47.0,Female,North,Post-Graduate,Self-Employed,313404.55,766911.0,Education,630.8,2,50,41.32,2023-05-13,1,C,63,2023,5,13,Saturday,3.0,0,Low Income,2.0,Low,12.655253317745341,559.8254638724466,3.190753960802545e-06,0.92390334788718,2.447,4.167,0.00013184237433693928
C64,42.0,Male,East,Primary,Business,703870.36,3963168.0,Education,712.8,1,79,59.2,2016-11-25,1,C,64,2016,11,25,Friday,0.0,1,Low Income,1.0,High,13.46435089117079,838.9698206729489,1.420714148676258e-06,2.309460978004936,5.631,6.583,8.410639709278283e-05
C65,53.0,Male,East,Secondary,Salaried,707813.0,231594.0,Medical,767.4,1,100,17.29,2017-12-09,0,C,65,2017,12,9,Saturday,1.0,1,Low Income,2.0,Excellent,13.469936626296644,841.3162306766701,1.4128005379944448e-06,-0.3234280316730468,0.327,8.333,2.4427355812905386e-05
C66,42.0,Male,South,Secondary,Self-Employed,628229.332,796096.0,Business,704.4,3,193,12.76,2024-11-18,0,C,66,2024,11,18,Monday,1.0,1,Low Income,1.0,High,13.350662148907041,792.6091924776043,1.5917728722464802e-06,0.959335383664146,1.267,16.083,2.031105418045014e-05
C67,67.0,Male,West,Post-Graduate,Self-Employed,257987.75,1097163.0,Business,768.5,0,92,9.85,2019-12-24,1,C,67,2019,12,24,Tuesday,3.0,1,Low Income,3.0,Excellent,12.46067125830188,507.9249452428971,3.876138009893842e-06,1.2556313479147663,4.253,7.667,3.818010738881982e-05
C68,40.0,Male,West,Primary,Unemployed,501805.48,245930.0,Other,616.4,0,32,21.73,2025-08-06,0,C,68,2025,8,6,Wednesday,0.0,1,Low Income,1.0,Low,13.12596982634244,708.3822979154688,1.992800092976081e-06,-0.25540486021613207,0.49,2.667,4.330363231585275e-05
C69,26.0,Other,West,Post-Graduate,Salaried,316005.46,401521.0,Other,683.2,4,54,39.98,2020-06-04,0,C,69,2020,6,4,Thursday,3.0,2,Low Income,0.0,Medium,12.663517935398067,562.1436293332871,3.164492270189666e-06,0.2775543875582501,1.271,4.5,0.00012651680132362268
C70,27.0,Male,West,Primary,Business,271600.18,73361.0,Education,594.4,0,76,36.25,2023-05-17,0,C,70,2023,5,17,Wednesday,0.0,1,Low Income,0.0,Very Low,12.512090019281688,521.1527415259369,3.681869128845464e-06,-1.7502767566217747,0.27,6.333,0.0001334682473332676
C71,65.0,Male,East,Primary,Business,177412.54,504463.0,Car,636.4,5,119,121.04,2019-02-02,1,C,71,2019,2,2,Saturday,0.0,1,Low Income,3.0,Low,12.086238670635002,421.2036799459378,5.63654837167445e-06,0.5126852400824394,2.843,9.917,0.0006822516604519613
C72,22.0,Female,West,Primary,Business,70389.7,198563.0,Other,573.6,2,91,51.21,2016-01-27,1,C,72,2016,1,27,Wednesday,0.0,0,Low Income,0.0,Very Low,11.161816431147132,265.31057272562657,1.420642215519948e-05,-0.5005171864039155,2.821,7.583,0.000727521214041259
C73,39.0,Male,North,Graduate,Unemployed,1209104.35,296520.0,Home,537.3,2,137,93.74,2022-03-16,0,C,73,2022,3,16,Wednesday,2.0,1,Low Income,1.0,Very Low,14.00539126393131,1099.5928109986896,8.270577911180361e-07,-0.04740706617362201,0.245,11.417,7.752846145992278e-05
C74,23.0,Male,East,Graduate,Unemployed,750053.5059999999,236143.0,Medical,731.7,5,89,9.79,2023-02-24,0,C,74,2023,2,24,Friday,2.0,1,Low Income,0.0,High,13.527901157538484,866.0562949369977,1.3332364408194091e-06,-0.3013308213841474,0.315,7.417,1.305240215756021e-05
C75,69.0,Other,South,Primary,Self-Employed,2210800.64,140954.0,Medical,553.4,8,114,30.27,2016-09-21,0,C,75,2016,9,21,Wednesday,0.0,2,Low Income,3.0,Very Low,14.608865740753888,1486.876134720038,4.5232461470401294e-07,-0.9098117672973609,0.064,9.5,1.3691872280261325e-05
C76,26.0,Female,East,Post-Graduate,Business,657304.31,620264.0,Business,751.9,2,120,39.52,2016-08-29,0,C,76,2016,8,29,Monday,3.0,0,Low Income,0.0,Excellent,13.395903892722004,810.7430604081666,1.521363032956481e-06,0.7187738818893379,0.944,10.0,6.012435853341658e-05
C77,29.0,Male,West,Primary,Business,1105056.45,188938.0,Medical,648.8,0,71,21.41,2023-02-04,0,C,77,2023,2,4,Saturday,0.0,1,Low Income,0.0,Low,13.915407882532733,1051.2166522653642,9.04930327378002e-07,-0.5585740277340712,0.171,5.917,1.937457584180428e-05
C78,54.0,Male,West,Secondary,Salaried,185740.4,283688.0,Car,723.6,4,114,15.36,2022-09-23,0,C,78,2022,9,23,Friday,1.0,1,Low Income,2.0,High,12.132110662719489,430.9761014255895,5.383829345530937e-06,-0.096072981909629,1.527,9.5,8.269606396885115e-05
C79,67.0,Female,South,Secondary,Unemployed,515136.08,312294.0,Car,732.4,2,57,21.32,2021-02-26,0,C,79,2021,2,26,Friday,1.0,0,Low Income,3.0,High,13.152188318984939,717.729809886701,1.9412308661609063e-06,0.009201454901016272,0.606,4.75,4.138712240851e-05
C80,58.0,Male,North,Secondary,Self-Employed,150346.03,438779.4,Business,672.3,2,83,111.82,2021-10-10,1,C,80,2021,10,10,Sunday,1.0,1,Low Income,3.0,Medium,11.920701434314015,387.7448000940825,6.651278711657955e-06,0.3699262564718657,2.918,6.917,0.0007437509324323363
C81,33.0,Female,West,Graduate,Unemployed,425768.87,381209.0,Home,668.1400000000001,0,116,44.59,2025-06-18,0,C,81,2025,6,18,Wednesday,2.0,0,Low Income,1.0,Medium,12.961654268017224,652.5096704264237,2.3486866273557593e-06,0.22294543884887263,0.895,9.667,0.00010472818268747549
C82,35.0,Female,South,Secondary,Salaried,1180326.94,169715.0,Car,668.14,5,57,17.77,2025-04-03,0,C,82,2025,4,3,Thursday,1.0,0,Low Income,1.0,Medium,13.981302873084793,1086.428525030524,8.472221711535525e-07,-0.6854253947936858,0.144,4.75,1.505515073645612e-05
C83,31.0,Female,East,Primary,Salaried,237235.73,4355958.0,Home,713.5,4,62,44.94,2021-06-22,1,C,83,2021,6,22,Tuesday,0.0,0,Low Income,1.0,High,12.3768137823473,487.06850647521856,4.215198885939795e-06,2.3793074757488792,18.361,5.167,0.00018943183642700025
C84,42.0,Female,West,Graduate,Salaried,566637.19,390747.0,Education,740.7,1,19,41.11,2018-02-19,0,C,84,2018,2,19,Monday,2.0,0,Low Income,1.0,High,13.247476266154436,752.7530737233824,1.7647945684705793e-06,0.24899461143556317,0.69,1.583,7.255083274714109e-05
C85,57.0,Male,South,Post-Graduate,Business,649165.23,615648.4,Other,751.4,3,60,58.79,2020-12-15,0,C,85,2020,12,15,Tuesday,3.0,1,Low Income,3.0,Excellent,13.383444095401451,805.7079061297586,1.5404374931826013e-06,0.7114353146112807,0.948,5.0,9.056245973001357e-05
C86,68.0,Other,South,Primary,Unemployed,147771.4,556616.0,Business,676.8399999999999,4,83,17.24,2018-05-25,1,C,86,2018,5,25,Friday,0.0,2,Low Income,3.0,Medium,11.903428531222106,384.410457714147,6.7671635569294405e-06,0.6115923753270885,3.767,6.917,0.00011666668922403117
C87,62.0,Male,West,Post-Graduate,Salaried,899063.51,262536.0,Medical,607.7,0,100,25.63,2021-04-04,0,C,87,2021,4,4,Sunday,3.0,1,Low Income,3.0,Very Low,13.709110068387654,948.189596019699,1.1122672387546474e-06,-0.1820914167666192,0.292,8.333,2.8507441037174334e-05
C88,37.0,Male,East,Graduate,Self-Employed,1093971.0760000001,1247986.0,Car,620.8,0,67,87.69,2022-09-28,1,C,88,2022,9,28,Wednesday,2.0,1,Low Income,1.0,Low,13.90532573695823,1045.9307223712285,9.141001145627047e-07,1.3706716069798388,1.141,5.583,8.015751231799476e-05
C89,36.0,Male,East,Primary,Business,770064.83,133885.0,Business,781.7,6,172,26.04,2017-03-31,0,C,89,2017,3,31,Friday,0.0,1,Low Income,1.0,Excellent,13.554231283681998,877.5333782825585,1.2985902776649627e-06,-0.9730966228112988,0.174,14.333,3.3815334742660566e-05
C90,39.0,Female,West,Primary,Self-Employed,1349580.58,917667.0,Car,734.5,1,141,48.44,2015-11-02,0,C,90,2015,11,2,Monday,0.0,0,Low Income,1.0,High,14.115305161632314,1161.7145002107877,7.409703976546568e-07,1.0923631106581335,0.68,11.75,3.589263265776986e-05
C91,44.0,Male,North,Post-Graduate,Unemployed,89962.73,214021.0,Medical,533.3,0,35,52.07,2018-01-04,1,C,91,2018,1,4,Thursday,3.0,1,Low Income,2.0,Very Low,11.407161868086078,299.937876901201,1.1115590694160858e-05,-0.41373349035910684,2.379,2.917,0.0005787952410959517
