trip_id,rider_id,zone,distance_km,duration_min,fare_amount,payment_mode,ride_date,surge_flag,Z-Score (fare_amount),Z-Score (distance_km),log_transform_fare,log_transform_dis,sqrt_duration,restored_duration,fare_per_km,age,gender,city,total_rides,cancelled_rides,avg_rating,avg_ride_distance,avg_ride_fare,days_since_signup,ride_cancellation_rate,zone_name,population_density,traffic_index,avg_speed_kmph,zone_type,traffic_level,ordinal_traffic_index
T00012,R0199,Zone_1,11.4,64.9,139.35,Wallet,2023-12-15,0,0.05553688635470569,0.7083009944418417,4.9441393028078915,2.517696472610991,8.056053624449133,65.0,12.223684210526315,29,Male,Ahmedabad,344.0,27,3.91,8.515,4.652616279069767,1871,0.07848837209302326,Zone_1,4921.0,2.43,30.9,Residential,High,2.0
T00013,R0248,Zone_6,2.98,18.82,37.95,Wallet,2023-12-12,0,-1.1301230923524932,-1.183449372939892,3.6622787723167574,1.3812818192963463,4.338202392696772,19.0,12.734899328859061,18,Female,Chennai,104.0,12,3.65,8.245714285714286,9.03519230769231,1789,0.11538461538461539,,,,,,,
T00014,R0300,Zone_2,11.2,70.93,249.44,Cash,2024-08-10,0,1.3428081590950955,0.6633663063805176,5.52321937087711,2.501435951739211,8.421995013059554,71.0,22.271428571428572,38,Female,Kolkata,291.0,7,3.67,9.146666666666667,3.4253264604810996,1167,0.024054982817869417,Zone_2,6371.0,0.91,58.4,Residential,Low,0.0
T00015,R0270,Zone_10,14.87,91.83,265.53,Credit Card,2023-08-24,0,1.5309469071956754,1.48791783230581,5.585486807626805,2.7644305345383176,9.582797086446107,92.0,17.856758574310692,35,Male,Hyderabad,455.0,64,3.08,7.38,2.420945054945055,1719,0.14065934065934066,,,,,,,
T00016,R0216,Zone_2,7.35,63.51,145.73,Cash,2024-08-04,0,0.13013758323983313,-0.20162643879996628,4.988594163219376,2.122261538862764,7.969316156358712,64.0,19.82721088435374,44,Female,Chennai,335.0,24,3.4,5.928,1.4891940298507462,2604,0.07164179104477612,Zone_2,6371.0,0.91,58.4,Residential,Low,0.0
T00017,R0168,Zone_3,6.76,56.32,83.57,Cash,2023-12-03,0,-0.5966930309262367,-0.33418376858087157,4.437579593794131,2.048982334195127,7.504665215717488,56.0,12.362426035502958,23,Male,Pune,471.0,74,4.03,7.004,1.2087261146496815,2536,0.15711252653927812,Zone_3,12971.0,2.11,38.0,Business,High,2.0
T00018,R0126,Zone_6,4.65,39.61,69.81,UPI,2024-01-19,0,-0.7575873238947874,-0.8082447276278379,4.260000233663683,1.7316555451583497,6.293647591023825,40.0,15.01290322580645,29,Female,Surat,411.0,20,3.65,5.95,1.009537712895377,1453,0.04866180048661801,,,,,,,
T00019,R0255,Zone_1,7.93,62.56,100.85,Credit Card,2023-05-26,0,-0.39463973277968445,-0.07131584342212713,4.623501142672815,2.189416394888408,7.909487973314076,63.0,12.717528373266077,37,Female,Bengaluru,475.0,42,3.12,9.0025,2.6573052631578946,1899,0.08842105263157894,Zone_1,4921.0,2.43,30.9,Residential,High,2.0
T00020,R0061,Zone_2,11.43,81.48,227.77,UPI,2023-06-19,0,1.0894230334680246,0.7150411976510401,5.432717132027692,2.5201129055226197,9.026627277117406,81.0,19.92738407699038,25,Male,Mumbai,168.0,25,3.69,8.6175,3.5520238095238095,2219,0.1488095238095238,Zone_2,6371.0,0.91,58.4,Residential,Low,0.0
T00021,R0289,Zone_4,3.91,32.07,79.0,Cash,2024-08-15,0,-0.6501295802624486,-0.9745030734547362,4.382026634673881,1.5912739418064292,5.6630380539071075,32.0,20.204603580562658,21,Other,Chennai,322.0,14,4.17,8.26625,3.8337888198757764,1813,0.043478260869565216,Zone_4,4038.0,2.46,48.2,Business,High,2.0
T00022,R0112,Zone_10,1.27,9.05,17.63,Credit Card,2024-03-28,0,-1.3677228040618647,-1.567640955864211,2.924773184613497,0.8197798314933114,3.0083217912982647,9.0,13.881889763779526,41,Female,Delhi,311.0,11,3.24,8.953,3.6986173633440513,2134,0.03536977491961415,,,,,,,
T00023,R0153,Zone_3,6.12,47.77,118.69,UPI,2024-02-26,0,-0.1860384110820865,-0.4779747703771078,4.784905066885279,1.9629077254238845,6.911584478250989,48.0,19.393790849673202,20,Male,Mumbai,76.0,14,4.54,5.768,6.065131578947368,2327,0.18421052631578946,Zone_3,12971.0,2.11,38.0,Business,High,2.0
T00024,R0214,Zone_3,1.1,10.71,13.4,Cash,2023-01-10,0,-1.4171837676706562,-1.6058354407163362,2.667228206581955,0.7419373447293773,3.2726136343907144,11.0,12.181818181818182,20,Female,Kolkata,210.0,2,4.53,6.793333333333333,3.2461428571428574,1464,0.009523809523809525,Zone_3,12971.0,2.11,38.0,Business,High,2.0
T00025,R0272,Zone_2,10.62,56.33,170.34,UPI,2023-01-15,0,0.4178998325098941,0.5330557110026785,5.143649886535898,2.4527277514237653,7.505331438384317,56.0,16.039548022598872,21,Male,Kolkata,432.0,4,4.79,5.755714285714285,1.6012962962962962,2437,0.009259259259259259,Zone_2,6371.0,0.91,58.4,Residential,Low,0.0
T00026,R0045,Zone_3,5.87,48.76,86.71,Credit Card,2024-02-14,0,-0.5599773274435877,-0.5341431304537626,4.47403591796329,1.927164106234258,6.982836100038436,49.0,14.771720613287902,34,Other,Ahmedabad,100.0,16,4.88,9.725555555555555,15.298499999999999,1163,0.16,Zone_3,12971.0,2.11,38.0,Business,High,2.0
T00027,R0096,Zone_9,0.78,5.31,10.51,UPI,2023-01-12,0,-1.4509762463537312,-1.6777309416144544,2.4432162227337915,0.5766133643039938,2.3043437243605824,5.0,13.474358974358974,40,Female,Kolkata,121.0,3,4.46,5.482,2.933471074380165,2455,0.024793388429752067,,,,,,,
T00028,R0191,Zone_1,6.26,58.43,134.46,UPI,2023-05-14,0,-0.0016413907249608487,-0.4465204887341812,4.908676393786758,1.9823798288367047,7.643951857514541,58.0,21.479233226837064,33,Other,Surat,87.0,6,4.56,7.5609090909090915,15.227701149425286,2225,0.06896551724137931,Zone_1,4921.0,2.43,30.9,Residential,High,2.0
T00029,R0197,Zone_6,7.04,42.69,72.84,Credit Card,2024-06-13,0,-0.7221578393239511,-0.27127520529501814,4.301900590194597,2.0844290831908747,6.5337584895678535,43.0,10.34659090909091,29,Female,Bengaluru,475.0,87,3.87,7.108,2.042063157894737,2170,0.1831578947368421,,,,,,,
T00030,R0284,Zone_1,10.25,88.43,216.17,Cash,2024-03-15,0,0.9537854027677926,0.4499265380892295,5.38068045697316,2.4203681286504293,9.403722667114339,88.0,21.089756097560976,28,Female,Surat,135.0,19,4.95,8.70142857142857,7.306148148148148,2605,0.14074074074074075,Zone_1,4921.0,2.43,30.9,Residential,High,2.0
T00031,R0251,Zone_1,7.27,44.39,170.59,Credit Card,2023-04-08,1,0.42082305730946806,-0.21960031402449584,5.14510791029753,2.1126345090356,6.662582082045969,44.0,23.46492434662999,46,Female,Mumbai,213.0,26,4.48,7.6819999999999995,3.5801877934272297,2439,0.12206572769953052,Zone_1,4921.0,2.43,30.9,Residential,High,2.0
T00032,R0228,Zone_5,17.34,154.38,192.42,UPI,2023-11-30,0,0.6760790468082662,2.0428612298631594,5.264863990288817,2.9090844668283187,12.424974849069113,154.0,11.096885813148788,21,Female,Pune,10.0,0,4.84,9.61,67.522,2313,0.0,Zone_5,2590.0,1.31,43.9,Business,Medium,1.0
T00033,R0083,Zone_10,5.41,34.07,133.62,Cash,2024-04-19,1,-0.011463426051529401,-0.6374929129948075,4.902455994582567,1.8578592709325787,5.836951259004995,34.0,24.69870609981516,45,Female,Mumbai,475.0,39,4.4,9.262,2.9796421052631583,1721,0.08210526315789474,,,,,,,
T00034,R0105,Zone_8,7.69,72.38,65.12,UPI,2024-06-21,0,-0.8124270211347949,-0.1252374690957156,4.191471272952824,2.162172939277301,8.50764362206128,72.0,8.46814044213264,31,Female,Jaipur,346.0,9,3.69,7.933333333333334,3.7604624277456646,2180,0.02601156069364162,,,,,,,
T00035,R0221,Zone_4,7.49,44.42,65.75,Credit Card,2023-08-15,0,-0.8050604946398686,-0.17017215715703946,4.200954297280359,2.138889000323256,6.664833081180653,44.0,8.778371161548732,21,Female,Delhi,106.0,1,4.41,7.34125,8.615943396226415,2073,0.009433962264150943,Zone_4,4038.0,2.46,48.2,Business,High,2.0
T00036,R0081,Zone_1,6.59,49.9,125.55,Credit Card,2023-07-29,0,-0.10582512258177698,-0.37237825343299685,4.840637486991133,2.0268315914075385,7.063993204979744,50.0,19.051593323216995,42,Other,Mumbai,114.0,2,3.9,8.82,7.123421052631579,1690,0.017543859649122806,Zone_1,4921.0,2.43,30.9,Residential,High,2.0
T00037,R0067,Zone_10,8.71,57.85,106.26,Cash,2024-06-07,0,-0.3313811481169038,0.1039294400170361,4.675255793554779,2.2731562823032334,7.605918747922567,58.0,12.199770378874856,32,Male,Pune,348.0,9,3.38,8.697692307692307,5.302212643678161,1516,0.02586206896551724,,,,,,,
T00038,R0026,Zone_1,10.71,65.12,172.96,Cash,2023-10-27,0,0.4485352284094293,0.5532763206302745,5.158825387729438,2.460443177609626,8.069696400732806,65.0,16.14939309056956,26,Female,Surat,44.0,5,3.17,8.81,22.11795454545455,2344,0.11363636363636363,Zone_1,4921.0,2.43,30.9,Residential,High,2.0
T00039,R0077,Zone_5,14.7,144.74,322.96,Wallet,2024-03-07,0,2.2024701081538063,1.4497233474536848,5.780620051380789,2.7536607123542622,12.030793822520607,145.0,21.970068027210885,28,Male,Mumbai,406.0,72,3.79,10.489999999999998,5.7729556650246305,2567,0.17733990147783252,Zone_5,2590.0,1.31,43.9,Business,Medium,1.0
T00040,R0110,Zone_9,0.15,1.26,1.28,UPI,2024-08-15,0,-1.5589017059540018,-1.8192752090076245,0.8241754429663494,0.1397619423751587,1.1224972160321824,1.0,8.533333333333333,19,Female,Kolkata,224.0,28,4.43,8.502857142857144,4.217366071428571,1321,0.125,,,,,,,
T00041,R0056,Zone_1,5.45,34.13,108.87,Cash,2024-02-24,0,-0.3008626812093516,-0.6285059753825426,4.699297848712789,1.864080130807681,5.842088667591412,34.0,19.976146788990825,40,Other,Hyderabad,93.0,13,3.25,7.357777777777778,9.976236559139785,2029,0.13978494623655913,Zone_1,4921.0,2.43,30.9,Residential,High,2.0
T00042,R0120,Zone_4,5.76,45.5,57.73,Credit Card,2024-02-25,0,-0.8988375462102014,-0.5588572088874908,4.072950669534428,1.9110228900548727,6.745368781616021,46.0,10.022569444444445,18,Other,Surat,311.0,15,4.55,8.525,3.260289389067524,2258,0.04823151125401929,Zone_4,4038.0,2.46,48.2,Business,High,2.0
T00043,R0178,Zone_2,12.69,71.08,174.11,Cash,2023-08-07,0,0.4619820624874696,0.9981297324373802,5.165414347883809,2.6166656393003573,8.430895563343197,71.0,13.720252167060679,27,Male,Delhi,56.0,7,3.13,9.037142857142857,18.581071428571427,1951,0.125,Zone_2,6371.0,0.91,58.4,Residential,Low,0.0
T00044,R0164,Zone_3,6.22,35.17,149.59,UPI,2024-04-02,1,0.17527217414525528,-0.455507426346446,5.0145609120987285,1.9768549529047348,5.930430001273095,35.0,24.04983922829582,37,Other,Ahmedabad,249.0,23,4.02,8.356666666666667,7.062208835341366,1534,0.09236947791164658,Zone_3,12971.0,2.11,38.0,Business,High,2.0
T00045,R0221,Zone_9,1.48,7.57,22.98,Credit Card,2024-07-11,0,-1.305165793350982,-1.5204595333998208,3.177220149599368,0.9082585601768908,2.751363298439521,8.0,15.527027027027028,21,Female,Delhi,106.0,1,4.41,7.34125,8.615943396226415,2073,0.009433962264150943,,,,,,,
T00046,R0247,Zone_2,8.44,82.23,70.49,Cash,2023-08-13,0,-0.7496361524399464,0.043267611134248624,4.26955757977876,2.244955980157409,9.068075870878012,82.0,8.351895734597155,37,Male,Bengaluru,249.0,47,4.92,10.267692307692307,9.587590361445782,1955,0.18875502008032127,Zone_2,6371.0,0.91,58.4,Residential,Low,0.0
T00047,R0207,Zone_1,7.83,61.12,158.67,Cash,2023-09-03,0,0.28144369886578136,-0.09378318745278896,5.07310918535161,2.178155014615869,7.8179281142768255,61.0,20.26436781609195,31,Male,Mumbai,47.0,3,3.93,7.93375,26.20127659574468,1016,0.06382978723404255,Zone_1,4921.0,2.43,30.9,Residential,High,2.0
T00048,R0077,Zone_10,8.9,76.5,91.12,Wallet,2023-08-03,0,-0.5084116419791029,0.14661739367529364,4.523092074952484,2.2925347571405443,8.74642784226795,76.0,10.238202247191012,28,Male,Mumbai,406.0,72,3.79,10.489999999999998,5.7729556650246305,2567,0.17733990147783252,,,,,,,
T00049,R0115,Zone_6,2.8,27.94,33.7,UPI,2024-08-08,0,-1.1798179139452505,-1.2238905921950836,3.5467396869528134,1.33500106673234,5.285830114561004,28.0,12.035714285714288,40,Female,Bengaluru,170.0,15,4.4,7.58909090909091,8.388058823529413,2391,0.08823529411764706,,,,,,,
T00050,R0010,Zone_3,16.6,90.94,193.05,Cash,2023-03-20,0,0.6834455733031929,1.8766028840362619,5.268115857814915,2.8678989020441064,9.536246641105713,91.0,11.629518072289157,25,Female,Surat,173.0,1,3.38,9.472222222222221,6.962485549132948,1222,0.005780346820809248,Zone_3,12971.0,2.11,38.0,Business,High,2.0
T00051,R0230,Zone_3,6.38,47.94,95.38,Wallet,2023-07-18,0,-0.4585998913943627,-0.41955967589738685,4.5682987112121864,1.998773638612381,6.923871749245504,48.0,14.949843260188088,32,Male,Chennai,183.0,23,3.65,7.3325,4.962950819672131,1395,0.12568306010928962,Zone_3,12971.0,2.11,38.0,Business,High,2.0
T00052,R0032,Zone_1,7.06,36.36,101.01,UPI,2024-05-24,0,-0.392768868907957,-0.26678173648888587,4.625070847694428,2.0869135565185366,6.029925372672534,36.0,14.307365439093486,18,Female,Mumbai,213.0,24,4.0,9.455714285714285,6.542723004694835,1093,0.11267605633802817,Zone_1,4921.0,2.43,30.9,Residential,High,2.0
T00053,R0082,Zone_3,3.5,24.24,60.44,Credit Card,2024-07-22,0,-0.8671497893828196,-1.0666191839804502,4.118061088839417,1.5040773967762742,4.923413450036469,24.0,17.268571428571427,26,Other,Pune,274.0,23,3.15,8.206666666666667,1.0863503649635036,1360,0.08394160583941605,Zone_3,12971.0,2.11,38.0,Business,High,2.0
T00054,R0228,Zone_7,3.34,32.09,80.26,UPI,2023-01-13,1,-0.6353965272725958,-1.1025669344295093,4.397653890559581,1.4678743481123135,5.664803615307419,32.0,24.029940119760482,21,Female,Pune,10.0,0,4.84,9.61,67.522,2313,0.0,,,,,,,
T00055,R0266,Zone_9,1.8900000000000001,14.21,45.33,Credit Card,2024-01-23,1,-1.0438294962690697,-1.428343422874107,3.835789699428557,1.0612565021243408,3.769615364994153,14.0,23.98412698412698,29,Other,Chennai,98.0,13,3.9,8.107777777777777,12.729081632653061,2183,0.1326530612244898,,,,,,,
T00056,R0158,Zone_3,6.03,42.1,137.35,Cash,2023-08-05,0,0.03215108795811399,-0.4981953800047035,4.929786706232935,1.9501867058225735,6.488451279003334,42.0,22.777777777777775,27,Male,Ahmedabad,441.0,60,3.57,6.365,0.8727210884353742,2244,0.1360544217687075,Zone_3,12971.0,2.11,38.0,Business,High,2.0
T00057,R0154,Zone_5,3.21,21.26,61.28,Wallet,2023-01-05,0,-0.8573277540562511,-1.1317744816693698,4.131640346965797,1.43746264769429,4.610856753359402,21.0,19.090342679127726,18,Other,Kolkata,466.0,79,4.68,10.663076923076924,4.419570815450644,2733,0.16952789699570817,Zone_5,2590.0,1.31,43.9,Business,Medium,1.0
T00058,R0020,Zone_10,18.28,161.83,161.65,Cash,2024-01-26,0,0.31628853847670324,2.254054263751382,5.091600652919361,2.9590682891823996,12.721242077721813,162.0,8.842997811816192,35,Female,Chennai,274.0,21,4.03,7.692857142857143,2.722846715328467,2557,0.07664233576642336,,,,,,,
T00059,R0043,Zone_10,1.44,8.19,13.38,UPI,2023-12-21,0,-1.4174176256546223,-1.5294464710120859,2.6658383522929006,0.8919980393051105,2.8618176042508368,8.0,9.291666666666668,28,Male,Ahmedabad,85.0,16,4.68,7.462222222222222,10.147058823529411,1742,0.18823529411764706,,,,,,,
T00060,R0146,Zone_4,2.36,17.35,27.83,UPI,2024-03-25,0,-1.2484552322392473,-1.322746905929996,3.3614165116503107,1.2119409739751128,4.165333119931706,17.0,11.792372881355933,30,Male,Surat,80.0,11,3.89,9.634285714285713,11.730875000000001,2346,0.1375,Zone_4,4038.0,2.46,48.2,Business,High,2.0
T00061,R0235,Zone_8,5.99,44.78,54.34,Credit Card,2024-02-15,0,-0.9384764744924242,-0.5071823176169683,4.01349597435878,1.944480556245719,6.691786009728643,45.0,9.07178631051753,34,Other,Delhi,284.0,8,4.06,6.95625,2.972852112676056,2040,0.028169014084507043,,,,,,,
T00062,R0292,Zone_3,11.37,99.93,252.52,UPI,2023-04-04,0,1.378822288625847,0.7015607912326428,5.535442715382666,2.5152741864043966,9.996499387285532,100.0,22.209322779243625,37,Female,Jaipur,141.0,19,4.39,8.817777777777778,8.070141843971632,2272,0.1347517730496454,Zone_3,12971.0,2.11,38.0,Business,High,2.0
T00063,R0143,Zone_7,5.93,33.28,124.07,Wallet,2023-07-09,0,-0.12313061339525487,-0.5206627240353655,4.828873580560815,1.9358598132018119,5.768882040742383,33.0,20.922428330522767,42,Other,Kolkata,74.0,13,4.56,6.13875,11.630405405405405,1269,0.17567567567567569,,,,,,,
T00064,R0243,Zone_7,11.38,101.38,252.89,Cash,2023-02-10,0,1.383148661329216,0.7038075256357094,5.536901102350124,2.5160822672564502,10.0687635785135,101.0,22.222319859402457,33,Male,Jaipur,315.0,11,3.7,7.901428571428572,3.011206349206349,1319,0.03492063492063492,,,,,,,
T00065,R0215,Zone_7,3.07,22.86,73.11,UPI,2024-04-15,1,-0.7190007565404112,-1.1632287633122964,4.305550475963267,1.4036429994545037,4.7812132351527685,23.0,23.814332247557005,26,Female,Hyderabad,438.0,48,3.24,3.63,0.8495433789954339,2393,0.1095890410958904,,,,,,,
T00066,R0207,Zone_3,8.3,62.92,184.22,Credit Card,2023-01-26,0,0.5801972733822404,0.011813329491322204,5.221544307742123,2.2300144001592104,7.932212806020776,63.0,22.195180722891564,31,Male,Mumbai,47.0,3,3.93,7.93375,26.20127659574468,1016,0.06382978723404255,Zone_3,12971.0,2.11,38.0,Business,High,2.0
T00067,R0032,Zone_6,16.72,100.34,394.44,Wallet,2024-05-03,1,3.0382785428479933,1.9035636968730556,5.979999068998704,2.8746939451769347,10.016985574512923,100.0,23.590909090909093,18,Female,Mumbai,213.0,24,4.0,9.455714285714285,6.542723004694835,1093,0.11267605633802817,,,,,,,
T00068,R0211,Zone_6,3.16,20.03,65.53,UPI,2023-01-05,0,-0.8076329324634937,-1.1430081536847005,4.197652973753796,1.425515074273172,4.47548880012005,20.0,20.737341772151897,36,Female,Mumbai,435.0,17,3.63,6.582857142857143,1.4847816091954023,1992,0.03908045977011494,,,,,,,
T00069,R0077,Zone_10,10.1,58.97,178.77,Cash,2023-02-03,0,0.5164709727515282,0.41622552204323654,5.191678256058324,2.4069451083182885,7.679192665899196,59.0,17.700000000000003,28,Male,Mumbai,406.0,72,3.79,10.489999999999998,5.7729556650246305,2567,0.17733990147783252,,,,,,,
T00070,R0156,Zone_9,9.03,63.18,120.06,Cash,2023-08-31,0,-0.1700191391804211,0.1758249409151539,4.7962862904635415,2.305580601973844,7.948584779695062,63.0,13.295681063122926,33,Female,Jaipur,255.0,18,4.28,8.06,1.8989411764705884,1533,0.07058823529411765,,,,,,,
T00071,R0232,Zone_2,3.26,29.24,56.16,Wallet,2024-03-01,0,-0.9171953979515258,-1.1205408096540388,4.045854353061666,1.449269160281279,5.407402333838309,29.0,17.226993865030675,38,Male,Jaipur,172.0,15,3.94,7.169230769230769,8.667674418604651,1379,0.0872093023255814,Zone_2,6371.0,0.91,58.4,Residential,Low,0.0
T00072,R0263,Zone_9,5.06,48.17,44.44,UPI,2023-07-21,0,-1.0542361765555532,-0.7161286171021243,3.816392774412896,1.801709800081223,6.940461079784253,48.0,8.782608695652174,31,Other,Chennai,297.0,21,3.84,8.718333333333332,5.2110101010101015,2087,0.0707070707070707,,,,,,,
T00073,R0025,Zone_9,13.66,115.24,116.48,Cash,2024-02-23,0,-0.21187971831032024,1.216062969534801,4.766268106330419,2.6851226964585053,10.734989520255713,115.0,8.527086383601757,21,Female,Mumbai,42.0,3,4.01,9.45,17.129285714285714,1791,0.07142857142857142,,,,,,,
T00074,R0048,Zone_7,8.68,58.17,87.92,Wallet,2023-10-09,0,-0.5458289194136496,0.09718923680783728,4.487737089095996,2.2700619012884857,7.626925986267338,58.0,10.129032258064516,35,Male,Hyderabad,207.0,1,3.02,5.826,2.4457971014492754,2666,0.004830917874396135,,,,,,,
T00075,R0008,Zone_5,1.94,14.17,31.82,Cash,2023-01-04,0,-1.2018005644380467,-1.4171097508587762,3.4910380856619447,1.0784095813505903,3.7643060449437424,14.0,16.402061855670105,28,Female,Jaipur,215.0,23,4.02,6.03125,4.1547441860465115,1447,0.10697674418604651,Zone_5,2590.0,1.31,43.9,Business,Medium,1.0
T00076,R0055,Zone_1,11.45,113.56,134.34,Cash,2023-11-11,0,-0.0030445386287564036,0.7195346664571723,4.90779013080408,2.5217206229107165,10.656453443805777,114.0,11.732751091703058,32,Male,Delhi,425.0,12,4.19,8.9625,2.610729411764706,1775,0.02823529411764706,Zone_1,4921.0,2.43,30.9,Residential,High,2.0
T00077,R0115,Zone_4,5.6,54.45,54.1,Wallet,2023-11-26,0,-0.9412827703000153,-0.5948049593365499,4.009149716158869,1.8870696490323797,7.379024325749306,54.0,9.660714285714286,40,Female,Bengaluru,170.0,15,4.4,7.58909090909091,8.388058823529413,2391,0.08823529411764706,Zone_4,4038.0,2.46,48.2,Business,High,2.0
T00078,R0220,Zone_4,9.8,70.64,194.44,Credit Card,2024-06-02,0,0.699698703188824,0.348823489951251,5.275253426949485,2.379546134130174,8.404760555780278,71.0,19.84081632653061,32,Female,Kolkata,491.0,63,3.78,11.16,2.2715478615071283,1248,0.12830957230142567,Zone_4,4038.0,2.46,48.2,Business,High,2.0
T00079,R0080,Zone_10,9.88,54.31,143.26,Credit Card,2023-03-23,0,0.1012561222200424,0.36679736517578054,4.971617227075527,2.3869262414277967,7.369531871157082,54.0,14.499999999999998,19,Female,Mumbai,34.0,6,4.6,9.185,24.814117647058826,1951,0.17647058823529413,,,,,,,
T00080,R0020,Zone_2,2.41,13.57,55.01,Credit Card,2023-08-16,0,-0.9306422320295661,-1.3115132339146651,4.025530246221741,1.2267122912954254,3.6837480912787726,14.0,22.825726141078835,35,Female,Chennai,274.0,21,4.03,7.692857142857143,2.722846715328467,2557,0.07664233576642336,Zone_2,6371.0,0.91,58.4,Residential,Low,0.0
T00081,R0278,Zone_5,11.95,92.3,279.75,UPI,2023-01-06,1,1.6972199337954428,0.831871386610482,5.637464593618552,2.5610957881455465,9.60728889958036,92.0,23.410041841004187,20,Female,Mumbai,382.0,58,4.27,10.838888888888889,5.546492146596859,1841,0.1518324607329843,Zone_5,2590.0,1.31,43.9,Business,Medium,1.0
T00082,R0264,Zone_9,2.96,24.84,67.86,Credit Card,2023-08-03,0,-0.7803884773314644,-1.1879428417460245,4.232075457910378,1.3762440252663892,4.983974317750845,25.0,22.925675675675677,27,Other,Delhi,401.0,54,3.59,4.1466666666666665,0.47408977556109727,2780,0.13466334164588528,,,,,,,
T00083,R0213,Zone_1,1.47,10.77,19.52,Cash,2023-01-22,0,-1.3456232245770856,-1.522706267802887,3.021400020302569,0.9042181506398859,3.281767816284388,11.0,13.27891156462585,29,Female,Chennai,456.0,26,3.74,6.7877777777777775,2.3342105263157893,2662,0.05701754385964912,Zone_1,4921.0,2.43,30.9,Residential,High,2.0
